Word,Position,Level,Translation
grace,noun,A2,lütuf
graceful,adjective,B1,zarif
gracefulness,noun,B2,zarafet
grade,noun,A1,seviye
grade,verb,B2,seviye
gradual,adjective,B2,kademeli
gradually,adverb,A2,gitgide
graduate,noun,B1,mezun olmak
graduate,verb,A2,mezun olmak
graduation,noun,B1,mezuniyet
grain,noun,B2,tahıl
gram/gramme,noun,A2,gram/gram
grammar,noun,A1,dilbilgisi
grand,adjective,B2,büyük
grandchild,noun,A2,torun
granddad,noun,A2,büyükbaba
granddaughter,noun,A2,kız torun
grandfather,noun,A1,Büyük baba
grandma,noun,A1,büyükanne
grandmother,noun,A1,Nene
grandpa,noun,A1,büyükbaba
grandparent,noun,A1,büyükanne ve büyükbaba
grandson,noun,A2,erkek torun
granny,noun,A2,büyükanne
grant,noun,B1,hibe etmek
grant,verb,B1,hibe etmek
grape,noun,A1,üzüm
graph,noun,B1,grafik
graphic,adjective,B1,grafik
graphically,adverb,B2,grafiksel olarak
graphics,noun,B1,grafikler
grasp,noun,B2,sıkı sıkı tutmak
grass,noun,A1,çimen
grateful,adjective,A2,minnettar
gratitude,noun,B1,minnettarlık
grave,noun,B1,mezar
gravestone,noun,B2,mezar taşı
gravitation,noun,B2,yerçekimi
gravy,noun,B1,sos
gray/grey,adjective,A1,gri
gray/grey,noun,A1,gri
great,adjective,A1,Harika
greatly,adverb,A2,büyük ölçüde
greatness,noun,B2,büyüklük
greedy,adjective,A2,aç gözlü
green,adjective,A1,yeşil
green,noun,A2,yeşil
greenhouse,noun,B1,sera
greet,verb,A1,selamlaşmak
greeting,noun,B1,selamlama
grief,noun,B2,yas
grieve,verb,B2,üzülmek
grill,noun,B1,ızgara
grill,verb,B1,ızgara
grilled,adjective,A2,ızgara
grim,adjective,B2,acımasız
grin,noun,B2,sırıtış
grip,noun,B2,kavramak
grip,verb,B2,kavramak
grocery store,noun,A2,Bakkal
groom,noun,B1,damat
gross,adjective,B2,brüt
ground,noun,A1,zemin
ground floor,noun,B1,zemin kat
group,noun,A1,grup
group,verb,B1,grup
grouping,noun,B1,gruplama
grow,verb,A1,büyümek
growing,adjective,B2,büyüyor
grown-up,adjective,B2,yetişkin
grown-up,noun,B2,yetişkin
growth,noun,B1,büyüme
guarantee,noun,B1,garanti
guarantee,verb,B2,garanti
guard,noun,A2,koruma
guard,verb,B2,koruma
guerrilla,noun,B2,gerilla
guess,noun,B1,tahmin etmek
guess,verb,A1,tahmin etmek
guest,noun,A1,misafir
guidance,noun,B1,rehberlik
guide,noun,B1,rehber
guide,verb,B1,rehber
guidebook,noun,A2,rehber kitap
guideline,noun,B2,yönerge
guilt,noun,B1,suç
guilty,adjective,B1,suçlu
guitar,noun,A1,gitar
guitarist,noun,B1,gitarist
gulp,noun,B2,yudum
gum,noun,B2,sakız
gun,noun,A2,silah
gunshot,noun,B2,ateşli silah
guts,noun,B2,cesaret
guy,noun,A1,adam
gym,noun,B1,spor salonu
gymnastic,adjective,B2,jimnastik
gymnastics,noun,B1,Jimnastik
habit,noun,A1,alışkanlık
habitant,noun,B2,oturan
habitat,noun,B1,doğal ortam
had,have-verb,A1,vardı
hail,verb,B2,dolu
hair,noun,A1,saç
haircut,noun,A1,saç kesimi
hairdresser,noun,B1,kuaför
hairdryer,noun,B1,saç kurutma makinesi
hairy,adjective,B2,kıllı
half,adverb,B1,yarım
half,determiner,A2,yarım
half,noun,A1,yarım
half,pronoun,A2,yarım
half-price,adjective,A2,yarı fiyat
half-price,adverb,A2,yarı fiyat
hall,noun,A1,salon
ham,noun,A2,jambon
hamburger,noun,A1,Hamburger
hammer,noun,B1,çekiç
hammer,verb,B2,çekiç
hand,noun,A1,el
hand,verb,A2,el
handbag,noun,A2,el çantası
handball,noun,B1,hentbol
hand-held,adjective,B1,elde tutulan
handicap,noun,B2,handikap
handicapped,adjective,A2,özürlü
handicraft,noun,B2,el sanatları
handkerchief,noun,B1,mendil
handle,noun,A2,halletmek
handle,verb,B1,halletmek
handout,noun,B2,bildiri
handrail,noun,B2,küpeşte
handshake,noun,B1,tokalaşma
handsome,adjective,A1,Yakışıklı
handwriting,noun,B1,el yazısı
handy,adjective,B1,kullanışlı
hang,noun,B2,asmak
hang,verb,B1,asmak
hanging,adjective,B1,asılı
happen,verb,A1,olmak
happily,adverb,A2,mutlu bir şekilde
happiness,noun,A2,mutluluk
happy,adjective,A1,mutlu
harbor/harbour,noun,B1,liman/liman
hard,adjective,A1,zor
hard,adverb,A1,zor
hard drive,noun,B2,sabit disk
hardly,adverb,A2,zorlu
hardship,noun,B1,zorluk
hardware,noun,B2,donanım
hard-working,adjective,B1,Çalışkan
harm,noun,B2,zarar
harm,verb,A2,zarar
harmful,adjective,A2,zararlı
harmless,adjective,B2,zararsız
harmony,noun,A2,uyum
harness,noun,B1,tesisat
harrow,noun,B2,Harrow
harvest,noun,A2,hasat
has,have-verb,A1,sahip olmak
haste,noun,B2,acele
hastily,adverb,B2,aceleyle
hasty,adjective,B1,aceleci
hat,noun,A1,şapka
hatch,noun,B1,kapak
hatching,noun,B2,Kuluçka
hate,noun,B1,nefret
hate,verb,A2,nefret
hatred,noun,B1,kin
haunt,noun,B1,uğrak
haunt,verb,B2,uğrak
haunting,adjective,B2,unutulmaz
have,have-verb,A1,sahip olmak
have to,modal auxiliary,A1,zorunda
haven,noun,B1,sığınak
hay,noun,B2,saman
hazard,noun,B1,tehlike
hazardous,adjective,B2,tehlikeli
he,pronoun,A1,O
head,noun,A1,KAFA
head,verb,A2,KAFA
headache,noun,A1,baş ağrısı
headline,noun,B1,başlık
headphone,noun,A2,kulaklık
headquarters,noun,B2,Merkez
headteacher,noun,A2,baş öğretmen
heal,verb,B1,iyileştirmek
healing,adjective,B1,iyileştirme
health,noun,A1,sağlık
health care,noun,B2,sağlık hizmeti
healthy,adjective,A1,sağlıklı
heap,noun,B2,yığın
heap,verb,B2,yığın
hear,verb,A1,duymak
hearing,noun,B1,işitme
heart,noun,A1,kalp
heart attack,noun,B1,kalp krizi
heartbreaking,adjective,B2,kalp kırıcı
hearted,adjective,B1,yürekli
heartwarming/heart-warming,adjective,B2,yürek ısıtan / yürek ısıtan
hearty,adjective,B1,içten
heat,noun,A2,sıcaklık
heat,verb,B1,sıcaklık
heater,noun,B1,ısıtıcı
heating,noun,A2,ısıtma
heaven,noun,B1,cennet
heavenly,adjective,B1,göksel
heavily,adverb,A2,ağır şekilde
heavy,adjective,A1,ağır
hedge,noun,B2,çit
heel,noun,B1,topuk
height,noun,B1,yükseklik
helicopter,noun,B2,helikopter
hell,noun,B2,cehennem
hello,noun,A1,Merhaba
helmet,noun,B1,kask
help,noun,A2,yardım
help,verb,A1,yardım
helper,noun,B2,yardımcı
helpful,adjective,A2,yardımsever
helpless,adjective,B1,çaresiz
hemp,noun,B2,kenevir
her,determiner,A1,o
her,pronoun,A1,o
herb,noun,B2,bitki
herd,noun,B1,sürü
here,adverb,A1,Burada
heritage,noun,B2,miras
hero,noun,A2,kahraman
hers,pronoun,A1,onunki
herself,pronoun,A2,kendini
hesitate,verb,B1,tereddüt etmek
hesitation,noun,B2,tereddüt
hey,interjection,A2,Hey
hi,interjection,A1,MERHABA
hidden,adjective,B1,gizlenmiş
hide,verb,A1,saklamak
high,adjective,A1,yüksek
high,adverb,A2,yüksek
high school,noun,A2,lise
highlight,noun,B2,vurgulamak
highlight,verb,B1,vurgulamak
highly,adverb,B1,büyük ölçüde
high-tech/hi-tech,adjective,B2,yüksek teknoloji/yüksek teknoloji
highway,noun,A2,otoyol
hijack,noun,B2,kaçırmak
hijack,verb,B2,kaçırmak
hike,noun,A2,yürüyüş
hiking,noun,A2,doğa yürüyüşü
hilarious,adjective,B2,gülünç
hill,noun,A1,tepe
him,pronoun,A1,o
himself,pronoun,A2,kendisi
hint,noun,B2,ipucu
hip,noun,B1,belki
hip hop/hip-hop/hiphop,noun,A2,hip hop/hip-hop/hiphop
hire,verb,B1,kiralamak
his,determiner,A1,onun
his,pronoun,A1,onun
historian,noun,B1,tarihçi
historic,adjective,B1,tarihi
historical,adjective,B1,tarihi
history,noun,A1,tarih
hit,noun,B1,vurmak
hit,verb,A2,vurmak
HIV,noun,B1,HIV
hobby,noun,A1,hobi
hockey,noun,A2,hokey
hold,noun,A1,tutmak
hold,verb,A2,tutmak
holder,noun,B2,Kulp
hole,noun,A1,delik
holiday,noun,A1,tatil
hollow,adjective,B2,oyuk
holocaust,noun,B2,soykırım
holy,adjective,B1,kutsal
home,adverb,A2,Ev
home,noun,A1,Ev
homeless,adjective,B1,evsiz
hometown,noun,A1,memleket
homeward,adjective,B2,eve doğru
homework,noun,A1,Ev ödevi
hone,noun,B2,bilemek
honest,adjective,B1,dürüst
honestly,adverb,B1,Açıkçası
honesty,noun,B1,dürüstlük
honey,noun,A2,Bal
honeymoon,noun,B1,balayı
honor/honour,noun,A2,onur/şeref
honor/honour,verb,B2,onur/şeref
honorable/honourable,adjective,B2,şerefli/şerefli
hood,noun,B2,kapüşon
hook,noun,B2,kanca
hook,verb,B2,kanca
hop,noun,B1,atlama
hope,noun,A1,umut
hope,verb,B1,umut
hopeful,adjective,B1,umutlu
hopefully,adverb,B1,umutla
hopeless,adjective,B1,Umutsuz
horizon,noun,B1,ufuk
horn,noun,B1,korna
horrible,adjective,B1,berbat
horrify,verb,B1,dehşete düşürmek
horror,noun,A2,korku
horse,noun,A1,atış
hospice,noun,B2,darülaceze
hospitable,adjective,B2,misafirperver
hospital,noun,A1,hastane
hospitality,noun,B2,misafirperverlik
hospitalize/hospitalise,verb,B2,hastaneye yatırmak / hastaneye yatırmak
host,noun,A2,ev sahibi
hostel,noun,B1,pansiyon
hot,adjective,A1,sıcak
hotel,noun,A1,otel
hour,noun,A1,saat
hourly,adjective,B2,saatlik
house,noun,A1,ev
household,noun,B1,ev
housekeeper,noun,B2,kahya
housemaster,noun,B2,ev sahibi
housewife,noun,B2,ev hanımı
housework,noun,B1,ev işi
hover,verb,B2,vurgulu
how,adverb,A1,Nasıl
however,adverb,A2,Yine de
hug,noun,B2,sarılmak
hug,verb,A2,sarılmak
huge,adjective,B1,büyük
hugely,adverb,B2,son derece
human,adjective,A2,insan
human,noun,B1,insan
human rights,noun,B2,insan hakları
humane,adjective,B2,insancıl
humanist,noun,B2,hümanist
humanity,noun,B1,insanlık
humanize/humanise,verb,B2,insanlaştırmak / insanlaştırmak
humble,adjective,B2,mütevazı
humbug,noun,B2,riyakârlık
humid,adjective,B1,nemli
humiliate,verb,B2,aşağılamak
humiliating,adjective,B2,aşağılayıcı
humiliation,noun,B2,aşağılama
humor/humour,noun,B1,mizah/mizah
humorous,adjective,B1,"nükteli, komik"
hundred,number,A2,yüz
hunger,noun,B1,açlık
hungry,adjective,A1,aç
hunt,noun,B1,avlamak
hunt,verb,B1,avlamak
hunter,noun,A2,avcı
hunting,noun,B2,Avcılık
hurriedly,adverb,B1,aceleyle
hurry,noun,A1,acele etmek
hurry,verb,A2,acele etmek
hurt,adjective,B1,acıtmak
hurt,verb,A1,acıtmak
husband,noun,A1,koca
hush,verb,B2,sus
hut,noun,B1,kulübe
hybrid,adjective,B2,melez
hygiene,noun,B2,hijyen
hyperbole,noun,B2,abartı
hyphen,noun,B2,tire
I,pronoun,A1,BEN
ice,noun,A1,buz
ice cream,noun,A1,dondurma
ice hockey,noun,B1,buz Hokeyi
ice skating,noun,B1,buz Pateni
iceman,noun,B2,dondurmacı
icon,noun,B2,simge
icy,adjective,B2,buzlu
ID,noun,A2,İD
ID card,noun,A2,kimlik kartı
idea,noun,A1,fikir
ideal,adjective,A1,ideal
ideally,adverb,B2,ideal olarak
identical,adjective,B2,birebir aynı
identification,noun,B2,Tanılama
identify,verb,B2,tanımlamak
identity,noun,B1,kimlik
identity card,noun,B1,kimlik kartı
ideology,noun,B2,ideoloji
idiom,noun,B1,deyim
idiot,noun,B2,salak
idle,adjective,B2,Boşta
idol,noun,B1,idol
idolize/idolise,verb,B2,putlaştırmak/putlaştırmak
if,conjunction,A1,eğer
ignorance,noun,B2,cehalet
ignorant,adjective,B2,cahil
ignore,verb,B1,görmezden gelmek
ill,adjective,A2,hasta
illegal,adjective,A2,yasadışı
illegally,adverb,B1,yasadışı olarak
illness,noun,B1,hastalık
illuminate,verb,B1,aydınlatmak
illustrate,verb,B2,gözünde canlandırmak
illustration,noun,B2,illüstrasyon
image,noun,A2,görüntü
imagery,noun,B2,görüntüler
imaginary,adjective,B1,hayali
imagination,noun,A2,hayal gücü
imagine,verb,A1,hayal etmek
imitate,verb,B1,taklit etmek
imitation,noun,B2,taklit
immediate,adjective,B1,acil
immediately,adverb,B1,hemen
immerse,verb,B2,batırmak
immigrant,noun,B2,göçmen
immigrate,verb,B1,göç etmek
immigration,noun,B1,göç
immoral,adjective,B2,ahlaksız
immortal,adjective,B2,ölümsüz
immortality,noun,B2,ölümsüzlük
impact,noun,A2,darbe
impair,verb,B1,"bozmak, zayıflatmak"
impartial,adjective,B2,tarafsız
impatient,adjective,A2,sabırsız
impatiently,adverb,B2,sabırsızlıkla
imperative,noun,B2,zorunlu
impermanent,adjective,B2,kalıcı
implement,noun,B2,uygulamak
implement,verb,B2,uygulamak
implication,noun,B2,ima
imply,verb,B2,ima etmek
impolite,adjective,B2,kaba
impolitely,adverb,B2,kaba bir şekilde
import,verb,B2,içe aktarmak
importance,noun,A2,önem
important,adjective,A1,önemli
importantly,adverb,A2,önemlisi
impose,verb,B2,empoze etmek
impossibility,noun,B2,imkansızlık
impossible,adjective,A2,imkansız
impractical,adjective,B2,pratik değil
impress,verb,A2,etkilemek
impressed,adjective,B2,etkilenmiş
impression,noun,B1,izlenim
impressionism,noun,B2,izlenimcilik
impressionist,noun,B2,izlenimci
impressive,adjective,B1,etkileyici
imprison,verb,B2,hapis
imprisonment,noun,B2,hapis cezası
improbable,adjective,B2,olasılık dışı
improper,adjective,B1,uygunsuz
improperly,adverb,B2,uygunsuz bir şekilde
improve,verb,A2,geliştirmek
improved,adjective,B2,gelişmiş
improvement,noun,B1,gelişim
impulse,noun,B2,dürtü
impulsive,adjective,B2,dürtüsel
in,adverb,A2,içinde
in,preposition,A1,içinde
inaccurate,adjective,B2,yanlış
inadequate,adjective,B2,yetersiz
inanimate,adjective,B2,cansız
inborn,adjective,B2,doğuştan
incense,noun,B2,tütsü
incentive,noun,B2,teşvik
inch,noun,A2,inç
inch,verb,B2,inç
incident,noun,B1,olay
include,verb,A2,katmak
including,preposition,B1,içermek
income,noun,B1,gelir
inconvenient,adjective,B1,uygunsuz
incorrect,adjective,B1,yanlış
increase,noun,B1,arttırmak
increase,verb,A2,arttırmak
increasingly,adverb,B1,giderek
incredible,adjective,B1,inanılmaz
incredibly,adverb,B1,inanılmaz şekilde
incur,verb,B2,katlanmak
incurable,adjective,B2,tedavi edilemez
indebted,adjective,B2,borçlu
indeed,adverb,A2,Aslında
indefinite article,noun,B1,belirsiz makale
indent,verb,B2,girinti
independence,noun,A2,bağımsızlık
independent,adjective,B1,bağımsız
independently,adverb,B2,bağımsız
indescribable,adjective,B2,tarif edilemez
index,noun,B2,dizin
indicate,verb,A2,belirtmek
indifferent,adjective,B2,kayıtsız
indignity,noun,B2,aşağılama
indirect,adjective,B1,dolaylı
indirectly,adverb,B1,dolaylı olarak
indispensable,adjective,B2,vazgeçilmez
individual,adjective,B1,bireysel
individual,noun,B2,bireysel
indoor,adjective,A2,kapalı
indoors,adverb,B1,Kapalı alanlarda
indulge,verb,B2,şımartmak
indulgent,adjective,B2,anlayışlı
industrial,adjective,B1,Sanayi
industrialize/industrialise,verb,B2,sanayileşmek / sanayileşmek
industry,noun,B1,endüstri
ineffective,adjective,B2,etkisiz
inert,adjective,B2,hareketsiz
inevitable,adjective,B1,kaçınılmaz
inexpensive,adjective,A2,ucuz
inexperienced,adjective,B2,deneyimsiz
infant,noun,B2,bebek
infect,verb,B2,enfekte etmek
infected,adjective,B2,enfekte
infection,noun,B1,enfeksiyon
infectious,adjective,B2,bulaşıcı
infer,verb,B2,anlam çıkarmak
inference,noun,B2,çıkarım
infinitive,noun,B1,sonsuz
inflammation,noun,B2,iltihap
inflammatory,adjective,B2,iltihaplı
inflate,verb,B2,şişirmek
inflation,noun,B2,şişirme
influence,noun,A2,etkilemek
influence,verb,B2,etkilemek
influential,adjective,B2,etkili
influenza,noun,B2,grip
inform,verb,B1,bilgi vermek
informal,adjective,B2,resmi olmayan
information,noun,A1,bilgi
informative,adjective,B1,bilgilendirici
infringe,verb,B2,ihlal etmek
infringement,noun,B2,ihlal
ingredient,noun,B1,bileşen
inhabit,verb,B2,yaşıyor
inhabitant,noun,B1,onlar yaşıyor
inhale,verb,B1,nefes almak
inherit,verb,B2,miras aldın
initial,adjective,B2,ilk
initial,noun,B1,ilk
initially,adverb,B1,ilk olarak
initiative,noun,B2,girişim
inject,verb,B1,enjekte etmek
injection,noun,B2,enjeksiyon
injure,verb,A2,yaralamak
injured,adjective,B2,yaralı
injury,noun,B1,incinme
ink,noun,B1,mürekkep
innate,adjective,B2,doğuştan
inner,adjective,A2,iç
innermost,adjective,B1,en içteki
innocent,adjective,B1,masum
innocently,adverb,B2,masumca
innovation,noun,B2,yenilik
innovative,adjective,B2,yenilikçi
innovator,noun,B1,yenilikçi
input,noun,B2,giriş
inquire/enquire,verb,B2,araştırmak/soruşturmak
inquiry/enquiry,noun,B1,soruşturma/soruşturma
insane,adjective,B1,inanılmaz
inscribe,verb,B1,kazımak
inscription,noun,B1,yazıt
insect,noun,A2,böcek
inseparable,adjective,B2,ayrılmaz
inside,adjective,B2,içeri
inside,adverb,A2,içeri
inside,noun,B2,içeri
inside,preposition,A1,içeri
insight,noun,B1,iç yüzü
insist,verb,B1,ısrar etmek
inspect,verb,B2,incelemek
inspection,noun,B1,denetleme
inspector,noun,B2,müfettiş
inspiration,noun,A2,esin
inspirational,adjective,B2,ilham verici
inspire,verb,B1,ilham vermek
install/instal,verb,B1,yükle/kur
instance,noun,B1,misal
instant,adjective,A2,ani
instantly,adverb,B2,aniden
instead,adverb,A2,yerine
instead of,preposition,B1,yerine
instill/instil,verb,B2,aşılamak / aşılamak
instinct,noun,B2,içgüdü
institute,noun,B1,enstitü
institution,noun,B2,kurum
instruct,verb,B2,öğretmek
instruction,noun,B1,talimat
instructor,noun,B1,eğitmen
instrument,noun,A2,enstrüman
insufficient,adjective,B2,yetersiz
insult,noun,B2,hakaret
insult,verb,B2,hakaret
insurance,noun,B1,sigorta
integrate,verb,B2,birleştirmek
intellectual,adjective,B2,entelektüel
intellectual,noun,B2,entelektüel
intelligence,noun,A2,istihbarat
intelligent,adjective,A2,zeki
intend,verb,B1,niyet etmek
intense,adjective,B1,yoğun
intensive,adjective,B1,yoğun
intent,adjective,B2,niyet
intention,noun,B1,niyet
intentionally,adverb,B1,kasıtlı olarak
interact,verb,B1,etkileşime girmek
interaction,noun,B1,etkileşim
interactive,adjective,B2,etkileşimli
interest,noun,A2,faiz
interest,verb,B1,faiz
interested,adjective,A1,ilgili
interesting,adjective,A1,ilginç
interfere,verb,B2,müdahale etmek
interior,noun,B2,iç mekan
intermediate,adjective,B1,orta seviye
intermission,noun,B1,ara
internal,adjective,B1,dahili
international,adjective,A2,uluslararası
internationally,adverb,B1,uluslararası
Internet/internet,noun,A1,İnternet/internet
interpersonal,adjective,B2,kişilerarası
interpret,verb,B2,yorumlamak
interpretation,noun,B2,tercüme
interpreter,noun,B2,tercüman
interrupt,verb,B1,yarıda kesmek
interruption,noun,B2,kesinti
intersection,noun,B2,kavşak
interval,noun,B1,aralık
interview,noun,A1,röportaj
interview,verb,B1,röportaj
interviewee,noun,B1,görüşülen kişi
interviewer,noun,A1,görüşmeci
intimate,adjective,B2,samimi
into,preposition,A1,içine
intransitive,adjective,B2,geçişsiz
intravenous,adjective,B2,intravenöz
introduce,verb,A1,tanıtmak
introduction,noun,B1,giriiş
intrude,verb,B2,izinsiz girmek
intruder,noun,B2,davetsiz misafir
intrusion,noun,B2,izinsiz giriş
invade,verb,A2,istila etmek
invariable,adjective,B2,değişmez
invariably,adverb,B2,her zaman
invasion,noun,B1,istila
invent,verb,A2,icat etmek
invention,noun,A2,buluş
inventor,noun,B2,mucit
inverted commas,noun,B2,tırnak işareti
invest,verb,B1,yatırım
investigate,verb,B2,araştırmak
investigation,noun,B1,soruşturma
investigator,noun,B2,araştırmacı
investment,noun,B2,yatırım
investor,noun,B2,yatırımcı
invisible,adjective,B2,görünmez
invitation,noun,B1,davet
invite,verb,A2,davet etmek
invitingly,adverb,B2,davetkar bir şekilde
invoke,verb,B2,çağırmak
involuntarily,adverb,B1,istemsizce
involve,verb,B1,içermek
involved,adjective,B1,dahil olmuş
involvement,noun,B2,katılım
iron,noun,B1,ütü
iron,verb,B1,ütü
ironically,adverb,B2,ironik bir şekilde
ironing,noun,B1,ütüleme
irrational,adjective,B2,mantıksız
irregular,adjective,B1,düzensiz
irresistible,adjective,B2,dayanılmaz
irresistibly,adverb,B2,karşı konulmaz bir şekilde
irresponsible,adjective,B2,sorumsuz
irritate,verb,B1,kızdırmak
irritated,adjective,B2,RAHATSIZ olmak
irritating,adjective,B2,rahatsız edici
irritation,noun,B2,tahriş
is,be-verb,A1,dır-dir
island,noun,A1,ada
islander,noun,B2,adalı
isle,noun,B1,ada
isolation,noun,B1,izolasyon
issue,noun,A2,sorun
issue,verb,B2,sorun
IT,noun,A2,BT
it,pronoun,A1,BT
italicize/italicise,verb,B2,italik/italik
itch,verb,B2,kaşıntı
item,noun,A1,öğe
its,determiner,A1,onun
its,pronoun,A1,onun
